Заказчик,Область,Адрес,Код,Дата готовности,цена,Дата оплаты *,profit,Вид работ,№
"ООО ""ВКФ ""Алькада""",Донецька ,"Донецька обл., Слов'янський р-н, траса Харків-Ростов 689км, власна башта",UD0698,03.10.2021,2300,12.10.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"м. Запоріжжя, вул. В.Лобановського, 30",UZ0909,05.10.2021,2300,14.10.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"м. Запоріжжя, пр. Моторобудівників, 190",UZ0849,11.10.2021,2300,19.10.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"м. Запоріжжя, вул. Розенталь, 5/2”",UZ3814,05.10.2021,2300,14.10.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Донецька ,"Донецька обл., Покровський р-н, м.Добропілля, пр-т
Перемоги,2, щогла КС",DON DOB KST,07.10.2021,2600,15.10.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Донецька ,"Донецкая обл., Покровский р-н, г. Авдеевка, 9-й квартал, д. 26,
теплопункт №3",DON AVD 9KV,08.10.2021,2600,17.10.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Донецька ,"Донецкая обл., Краматорский р-н, г. Славянск, ул. Науки, д. 2",DON SLA NAU,08.10.2021,2600,17.10.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Донецька ,"Донецкая обл., Краматорский р-н, г. Славянск, ул. Науки, д. 2",DON SLA NAU,16.11.2021,1200,24.11.2021,350,доп,
"ООО ""Люм’єр Україна""",Дніпропетрівська,18 м Елка  в Кривом Рогу. ,Елка,04.10.2021,5000,08.10.2021,350,отчет,
Конструктор Люмьер,Київська,"«Тіньовий навіс в місті Київ"" для КАН",Навіс ,04.10.2021,15000,12.10.2021,350,отчет,
"ООО ""Люм’єр Україна""",Дніпропетрівська,20 м Елка  в Днепре,Елка,11.10.2021,5000,12.10.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"м. Запоріжжя, вул. Софіївська, 220-А",UZ 0981,17.10.2021,2300,24.10.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"Запорізька обл., м. Мелітополь, вул. Університетська, 5/1",UZ 1844,17.10.2021,2300,24.10.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"м. Запоріжжя, перехрестя просп. Юбилейний - вул. Запорізького козацтва",UZ 4815,17.10.2021,2300,24.10.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"м. Запоріжжя, вул. Шкільна, 2",UZ3881,14.10.2021,2300,19.10.2021,350,отчет,
"ООО ""АТМАКОМ""",Донецька ,"Донецька обл., м. Маріуполь, вул. Георгієвська, 79",UD0984,12.10.2021,2500,23.11.2021,350,отчет,№13 2021
"ООО ""АТМАКОМ""",Донецька ,"Донецька обл., м. Маріуполь, вул.
Миколаївська, 89”",UD2900,14.10.2021,2500,23.11.2021,350,отчет,№13 2021
"ООО ""ВКФ ""Алькада""",Донецька ,"Луганская обл., Счастинский р-н, пгт.Новоайдар, ул. Великий
Шлях, д. 42, ПАО ""СПХ Агротон""",DON NOV ELE,13.10.2021,2600,20.10.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Донецька ,"Луганская обл., Г. Лисичанск, ул. Московская,167, ресторан
«Андріатика»",DON LIS MSK,13.10.2021,2600,20.10.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Донецька ,"Донецька обл., м. Маріуполь, вул.Олімпійська, 11 ",UD0954,17.10.2021,2300,24.10.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"м. Запоріжжя, вул. Воронезька, 12а",UZ0741,21.10.2021,2300,30.10.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"м. Запоріжжя, вул. Узбекистанська, 5",UZ3973,24.10.2021,2300,02.11.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"Запорізька обл., м. Мелітополь, за межами міста, технічний
майданчик військового містечка №3",UZ0934,24.10.2021,2300,02.11.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"Запорізька обл.,
м. Мелітополь, вул. Івана Алексєєва, 9",UZ0930,26.10.2021,2300,02.11.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"м. Запоріжжя, вул. Виробнича, 11а",UZ0700,24.10.2021,2300,02.11.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"Запорізька обл., м. Запоріжжя , Донецьке шосе, 6",UZ0707,24.10.2021,2300,02.11.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Донецька ,"Донецька обл., м. Красноармійськ, вул. Лізи Чайкіної, 1, база 
комунального підприємства. ",DON KRS LCH,21.10.2021,2600,30.10.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",,Квадрапод 6 м ,,27.10.2021,2300,03.11.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Донецька ,"Донецька обл., Першотравневий р-н, дорога М14, житловий кооператив ""Парус"", мет. монополь ПрАТ ""Київстар""",DON PAR KST,29.10.2021,2600,05.11.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Донецька ,"Харківська область, 1-а Тракторна 12, вежа ПрАТ ""Київстар""",KHA KHA TRA,28.10.2021,2600,05.11.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Полтавська ,"Полтавська обл., Новосанжарський р-н, с. Руденківка",PO2691,30.10.2021,2300,05.11.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Донецька ,Донецька обл с Залізне,DO2257,30.10.2021,2300,05.11.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"м. Запоріжжя, вул. Руставі, 1-Д",UZ0723,30.10.2021,2300,07.11.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"Запорізька обл., м. Запоріжжя , вул. Історична, 39",UZ0744,30.10.2021,2300,07.11.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"Запорізька обл., м. Запоріжжя, вул. Сергія Синенко, 63а",UZ0810,30.10.2021,2300,07.11.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"Запорізька обл., м. Запоріжжя, вул. Краснова, 1а",UZ0818,30.10.2021,2300,07.11.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Полтавська ,"Полтавская обл., г. Кременчуг, ул. Целиноградская, 3а, хлебозавод",DO2036,02.11.2021,2300,10.11.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"м. Запоріжжя,
вул. Спартака Маковського,9",UZ0994,03.11.2021,2300,10.11.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"м. Запоріжжя, вул. Героїв 55-ої бригади, 3",UZ1914,04.11.2021,2300,11.11.2021,350,отчет,
"ООО ""АТМАКОМ""", Харківська ,"Харківська обл., Валківський р-н, м. Валки, пл. Центральна, 2 а",UK3826,07.11.2021,2500,25.11.2021,350,отчет,№13 2021
"ООО ""АТМАКОМ""", Харківська ,"Харківська обл., Вовчанський р-н., с. Верхній Салтів, вул. Шевченка",UK1967,07.11.2021,2500,25.11.2021,350,отчет,№13 2021
"ООО ""ВКФ ""Алькада""",Донецька ,"Донецька обл.,Покровський р-н, м.Добропілля, вул. Гагарина, 38, Укрпошта",DON DOB PST,05.11.2021,2600,12.11.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"Запорізька обл., м. Мелітополь, вул. Героїв України, 42",UZ0731,09.11.2021,2300,16.11.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"Запорізька обл., м.
Мелітополь, вул. Інтеркультурна, 172/1",UZ0732,07.11.2021,2300,16.11.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"Запорізька обл., м. Мелітополь, вул. Гоголя, 136-А",UZ0733,09.11.2021,2300,16.11.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"Запорізька обл., м. Мелітополь, вул. Героїв України, 53",UZ0751,10.11.2021,2300,18.11.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"Запорізька обл., Мелітопольський р-н, с. Вознесенка,
вул. Зубенка",UZ0951,12.11.2021,2300,18.11.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"м. Запоріжжя, вул. Запорізького козацтва, 21а",UZ0972,12.11.2021,2300,18.11.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"м. Запоріжжя, Оріхівське шосе, 14",UZ0922,16.11.2021,2300,24.11.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"Запорізька обл., м. Токмак, вул. Володимирська, 19",UZ 0899,17.11.2021,2300,24.11.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"Запорізька обл., м.
Мелітополь, вул. Брів-ла-Гайард, 2",UZ0828,21.11.2021,2300,29.11.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Дніпропетрівська,"Дніпропетровська обл., Царичанський р-н, с. Бабайківка, вежа ТОВ ""УкрТауер""
",DNE BBK UKT,23.11.2021,2300,30.11.2021,350,отчет,
"ООО ""Люм’єр Україна""",Дніпропетрівська,8 м Елка  в Кривом Роге,Елка,10.11.2021,5000,18.11.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",,"Проверочный расчет для металлического монополя 20,3 м (МТС,   .)",,14.11.2021,2600,23.11.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"Запорізька обл., с Залізничне, вул Матросова , 2",ZA2429,21.11.2021,2300,29.11.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",,перерасчет мачты 24 3-х гранка 3 яруса КМ32168д1 ,,06.12.2021,2600,14.12.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",,перерасчет мачты 24 4 грани 2 яруса КМ32168д1 ,,06.12.2021,2600,14.12.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"Запорізька обл., Запорізький р-н, с. Привітне, вежа ПрАТ ""ВФ Україна""",UZ3737,14.11.2021,2600,23.11.2021,350,отчет,
"ООО ""АТМАКОМ""",Луганська ,"Луганська обл., Новоайдарський р-н, с. Смолянинове, земельна ділянка",UG0600,17.11.2021,2300,24.12.2021,350,отчет,№13 2021
"ООО ""АТМАКОМ""", Харківська ,"м. Харків, вул. Рибалко, 12",UK3732,17.11.2021,2300,24.12.2021,350,отчет,№13 2021
"ООО ""ВКФ ""Алькада""",Полтавська ,"Полтавська обл., м. Полтава, вул. Лисенка, 34",KHA POL LYS ,24.11.2021,2600,02.12.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"Запорізька обл.,  Мелітопольський р-н, с. Астраханка , вул. Заводська",ZA2238,29.11.2021,2300,07.12.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Дніпропетрівська,"Дніпропетровська обл., Криничанський р-н, с. Адамівка, вул. Радгоспна, щогла ТОВ ""УкрТауер""",DNE ADM UKT,19.11.2021,2600,28.11.2021,350,отчет,
"ООО ""АТМАКОМ""",Дніпропетрівська,"Дніпропетровська обл., Новомосковський р-н,
а/д сат 008-Піщанка км 0, база відпочинку ""Гудзон""",UX2883,25.11.2021,2300,02.12.2021,350,отчет,
"ООО ""АТМАКОМ""",Дніпропетрівська,"Дніпропетровська обл., Дніпровський р-н, с. Миколаївка,
Автошлях М04, вежа ПрАТ «ВФ Україна».",UX3998,30.11.2021,2300,02.12.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"Запорізька обл., Бердянський р-н, с. Червоне Поле, вул. Центральна, 111а",UZ0662,27.11.2021,2300,04.12.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"Запорізька обл., м. Запоріжжя, вул. Чумаченка, 32",UZ0978,01.12.2021,2300,09.12.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"м. Запоріжжя, вул. Козака Бабури, 9",UZ1911,02.12.2021,2300,14.12.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"м. Запоріжжя, вул. Автозаводська, 50",UZ3878,27.11.2021,2300,09.12.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Кіровоградська,"Кіровоградська обл., Знам'янський р-н, с. Суботці",DNE SUB TOW,13.12.2021,2600,20.12.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Дніпропетрівська,"Дніпропетровська область, Синельниківський район,
с. Григорівка, вул. Полторацького, 123",DN4031,29.11.2021,2600,06.12.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Дніпропетрівська,"""Дніпропетровська область, Синельниківський район,
с. Григорівка, вул. Полторацького, 123""",DN9062,21.11.2021,2600,29.11.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Донецька ,"Донецкая обл., г. Мариуполь, ул. Таганрогское шоссе, 36, башня ПрАО ""ВФ Украина""",UD0654 ,06.12.2021,2300,14.12.2021,350,ПУ,
"ООО ""ВКФ ""Алькада""",,Проверочный перерасчет мачты 36 м с земли (КМ МСТ-36-L-4 2021),,28.12.2021,2300,04.01.2022,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"Запорізька обл., м. Запоріжжя, пр. Моторобудівників, 15",UZ0753,07.12.2021,2300,15.12.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"Запоріжжя, вул. Олімпійська, 26а",UZ0819,07.12.2021,2300,15.12.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"Запорізька обл., Вільнянський р-н., с. Вільноандріївка,
пров.Робітничий, 4",UZ0961,09.12.2021,2300,17.12.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"м. Запоріжжя, вул. Олексія Поради, 54",UZ0924,14.12.2021,2300,21.12.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"Запорізька обл., Якимівський р-н, смт. Кирилівка, санаторій
""Кирилівка""",UZ0827,13.12.2021,2300,20.12.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"м. Запоріжжя, о. Хортиця, санаторно-профілактичний комплекс ""Чайка""",UZ3817,17.12.2021,2300,24.12.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"м.Запоріжжя, вул. Вишнева, ГК «Дніпро»",UZ3826,17.12.2021,2300,24.12.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"Запорізька обл., м. Запоріжжя, вул. Глісерна, 21",UZ3989,20.12.2021,2300,25.12.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"Запорізька обл. смт Чернігівка вул. Ключова,2",UZ0776,20.12.2021,2300,25.12.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"Запорізька обл., м. Запоріжжя, вул. Павлокічкаська, 15",UZ0808,04.01.2022,2300,11.01.2022,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"м. Запоріжжя, вул. Електрозаводська, 3",UZ0813,23.12.2021,2300,30.12.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"м. Запоріжжя, пр. Соборний, 75",UZ0815,20.12.2021,2300,27.12.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"Запорізька обл., Василівський р-н, с. Мала Білозерка,
Веселівське шосе, ЗАТ “ЗЗК”",UZ1645,04.01.2022,2300,11.01.2022,350,отчет,
"ООО ""ВКФ ""Алькада""", Харківська ,"Харківська обл., Куп’янський р-н, с. Глушківка, вул. Миру",UK0697,08.01.2022,2300,16.01.2022,350,отчет,
"ООО ""ВКФ ""Алькада""", Харківська ,"Харківська обл., Ізюмський р-н, с. Подвисоке, вул. Лісна, 8А",UK0672,06.01.2022,2300,14.01.2022,350,отчет,
"ООО ""ВКФ ""Алькада""", Харківська ,"Харківська обл., Шевченківський р-н, сел. Борівське, вул. Постишева, 18А",UK0726,26.01.2022,2300,03.02.2022,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"Запорізька обл., с. Новотаврициске, вул Шкільна 27в/1",ZA2102,03.01.2022,2300,10.01.2022,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"м. Запоріжжя, вул. 12 Квітня, 78",UZ3795,05.01.2022,2300,11.01.2022,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"Запорізька обл., , Попогiбськuu p-н село Мала Токмачка",ZA2103,04.01.2022,2300,11.01.2022,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"Запорізька обл., Запорізький р-н, с. Балабине, вул. Дружби, 7а",UZ0991,28.12.2021,2300,04.01.2022,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"м. Запоріжжя, вул. Космічна, 129",UZ0719,30.12.2021,2300,07.01.2022,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"м. Запоріжжя, вул. Космічна, 121",UZ0851,30.12.2021,2300,07.01.2022,350,отчет,
"ООО ""ВКФ ""Алькада""",Сумська,"Сумська обл., Тростянецький р-н, с. Боромля, вежа ПрАТ ""ВФ Україна""",SU0382,22.12.2021,2600,29.12.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"м. Запоріжжя, вул. Моторобудівників, 55",UZ0747,08.01.2022,2300,16.01.2022,350,отчет,
"ООО ""АТМАКОМ""",Донецька ,"Донецька обл., Великоновосілківський р-н, с. Красна Поляна, вул. Степна, 1",UD0701,26.12.2021,2300,29.12.2021,350,отчет,
"ООО ""Люм’єр Україна""",Дніпропетрівська,18 м Елка  в Кривом Рогу.  додатковий  розрахунок відтяжок 8 шт  та надання рекомендацій по конструкціям вантових елементів.,Елка,04.01.2022,3000,24.12.2021,350,отчет,
"ООО ""Люм’єр Україна""",Дніпропетрівська,18 м Елка  в Кривом Рогу.  додатковий  розрахунок відтяжок 4 шт  та надання рекомендацій по конструкціям вантових елементів.,Елка,04.01.2022,1500,24.12.2021,350,отчет,
"ООО ""Люм’єр Україна""",Дніпропетрівська,20 м Елка  в Днепре додатковий  розрахунок відтяжок 8 шт  та надання рекомендацій по конструкціям вантових елементів.,Елка,04.01.2022,3000,24.12.2021,350,отчет,
"ООО ""Люм’єр Україна""",Дніпропетрівська,20 м Елка  в Днепре додатковий  розрахунок відтяжок 4 шт  та надання рекомендацій по конструкціям вантових елементів.,Елка,04.01.2022,1500,24.12.2021,350,доп,
"ООО ""Люм’єр Україна""",Донецька ,"14,5 м Елка  в Мариуполе додатковий  розрахунок відтяжок 8 шт  та надання рекомендацій по конструкціям вантових елементів.",Елка,04.01.2022,3000,24.12.2021,350,отчет,
"ООО ""Люм’єр Україна""",Донецька ,"14,5 м Елка  в Мариуполе додатковий  розрахунок відтяжок та надання рекомендацій по конструкціям вантових елементів.",Елка,04.01.2022,2500,24.12.2021,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"Запорізька обл., м. Токмак, вул. Гвардійська 15Б",ZA0159,29.12.2021,2300,07.01.2022,350,отчет,
"ООО ""ВКФ ""Алькада""",Луганська ,"Луганська обл., Біловодський р-н, с. Шуліківка, земельна ділянка,
з метою встановлення додаткового антенно-фідерного
обладнання ПрАТ «Київстар»",UG0625,09.01.2022,2300,18.01.2022,350,отчет,
"ООО ""ВКФ ""Алькада""",Дніпропетрівська,18 м Елка  в Кривом Рогу.  додатковий  розрахунок відтяжок 4 шт  та надання рекомендацій по конструкціям вантових елементів.,Елка,10.01.2022,2300,22.01.2022,350,отчет,
"ООО ""ВКФ ""Алькада""",Дніпропетрівська,20 м Елка  в Днепре додатковий  розрахунок відтяжок 8 шт  та надання рекомендацій по конструкціям вантових елементів.,Елка,09.01.2022,2300,18.01.2022,350,отчет,
"ООО ""ВКФ ""Алькада""",Донецька ,"14,5 м Елка  в Мариуполе додатковий  розрахунок відтяжок 8 шт  та надання рекомендацій по конструкціям вантових елементів.",Елка,12.01.2022,2300,22.01.2022,350,отчет,
"ООО ""ВКФ ""Алькада""",Луганська ,"Луганська обл., Біловодський район,
с. Бараниківка, мікроретранслятор",UG0918 ,23.01.2022,2300,01.02.2022,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"м. Запоріжжя, вул. Незалежної України, 56а",UZ0728,14.01.2022,2300,22.01.2022,350,отчет,
"ООО ""Люм’єр Україна""",Запорізька ,Запорожье,Елка,17.01.2022,5000,22.01.2022,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"Запорізька обл., м. Приморськ, база відпочинку",UZ1528,18.01.2022,2300,26.01.2022,350,отчет,
"ООО ""ВКФ ""Алькада""",Луганська ,"Луганська обл., Станично-Луганський р-н, с. Передільське, вул. Леніна, Будинок Культури",UG0613,21.01.2022,2300,29.01.2022,350,отчет,
"ООО ""ВКФ ""Алькада""",Луганська ,"Луганська обл., Марківський р-н, с. Бондарівка, вул. Леніна,  котельня",UG0635,13.01.2022,2300,22.01.2022,350,отчет,
"ООО ""ВКФ ""Алькада""",Луганська ,"Луганська обл., Станично-Луганський р-н, с. Сотенне",UG0674,23.01.2022,2300,01.02.2022,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"Запорізька обл., м. Мелітополь, пр. 50-річча Перемоги, 25",UZ0932,25.01.2022,2300,02.02.2022,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"м. Запоріжжя, вул. Республіканська, 200",UZ0837,24.01.2022,2300,01.02.2022,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"Запорізька обл., Запорізький р-н, с. Таврійське,
вул. Поштова, 24",ZA2104,17.01.2022,2300,26.01.2022,350,отчет,
"ООО ""ВКФ ""Алькада""", Харківська ,"Харківська обл., Чугуївський р-н,
с. Зарожне, вул. Молодіжна
Замовник: ПрАТ «КИЇВСТАР»
2016",UK0674,27.01.2022,2300,03.02.2022,350,отчет,
"ООО ""ВКФ ""Алькада""", Харківська ,"Харківська обл., Куп’янський р-н, м. Куп’янськ, вул. Цурюпи, 2",UK0658,28.01.2022,2300,06.02.2022,350,отчет,
"ООО ""ВКФ ""Алькада""",Луганська ,"Луганська обл., Сватовський р-н, с. Милуватка, земельна ділянка
",UG0637,28.01.2022,2300,06.02.2022,350,отчет,
"ООО ""ВКФ ""Алькада""", Харківська ,"Харківська обл., Чугуївський р-н, с. Стара Гнилиця, вул. Дружна, 3А",UK1813,31.01.2022,2300,07.02.2022,350,отчет,
"ООО ""ВКФ ""Алькада""", Харківська ,"Харьківська обл., Балаклійский р-н, с. П'ятигірське, вул. Стадіонна, 3",UK0749,01.02.2022,2300,09.02.2022,350,отчет,
"ООО ""ВКФ ""Алькада""", Харківська ,"Харківська обл., Печенізький р-н., с. Новий Бурлук",UK1738,03.02.2022,2300,14.02.2022,350,отчет,
"ООО ""ВКФ ""Алькада""", Харківська ,"Харківська обл., Зміївський р-н, с. Тимченки, вул. Перемоги, 43",UK1903,03.02.2022,2300,14.02.2022,350,отчет,
"ООО ""ВКФ ""Алькада""",Луганська ,"Луганська обл., Троїцький р-н, с. Покровське, земельна ділянка",UG0604,07.02.2022,2300,14.02.2022,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"Запорізька обл., м. Мелітополь, вул.
Пожарського, 2А",UZ1931,07.02.2022,2300,14.02.2022,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"Запорізька область, Якимівський р-он смт. Кирилівка, б/в
«Колос»",UZ 2978,09.02.2022,2300,17.02.2022,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"Запорізька обл., м. Мелітополь, вул. Дружби, 226",UZ1802,14.02.2022,2300,22.02.2022,350,отчет,
"ООО ""ВКФ ""Алькада""",Запорізька ,"м. Запоріжжя, вул. Ладозька, 14",UZ1711,14.02.2022,2300,23.02.2022,350,отчет,
"ООО ""ВКФ ""Алькада""",Луганська ,"Луганська обл., м. Кремінна, пров. Дружби, 8",UG0768,09.02.2022,2300,16.02.2022,350,отчет,
"ООО ""ВКФ ""Алькада""",Луганська ,"Луганська обл., м. Щастя, квартал Енергетиків, 1-В",UG0938,10.02.2022,2300,17.02.2022,350,отчет,
"ООО ""ВКФ ""Алькада""",Луганська ,"Луганська обл., Марківський р-н, с. Бондарівка, вул. Леніна,  котельня",UG0635,07.02.2022,3000,14.02.2022,350,ПУ,
"ООО ""ВКФ ""Алькада""",Запорізька ,"Запорізька обл., м. Бердянськ, вул. Макарова, 7",UZ2997,14.02.2022,2300,23.02.2022,350,отчет,
"ООО ""ВКФ ""Алькада""",Донецька ,"Донецька обл., м. Покровськ, вул. Дніпропетровська, 6",DO9008,16.02.2022,3000,23.03.2022,350,отчет,№1
"ООО ""ВКФ ""Алькада""",Запорізька ,"м. Запоріжжя, вул. Юності, 70А",UZ1725,22.02.2022,2700,23.03.2022,350,отчет,№1
"ООО ""ВКФ ""Алькада""",Запорізька ,"Запорізька обл., м. Мелітополь, просп. Б. Хмельницького, 46/9",UZ3818,23.02.2022,2700,23.03.2022,350,отчет,№1
"ООО ""ВКФ ""Алькада""",Запорізька ,"Запорізька обл., Запорізький р-н, с. Бабурка, вул. Міська, 1Б",UZ1910,24.02.2022,2700,23.03.2022,350,отчет,№1
"ООО ""ВКФ ""Алькада""",Луганська ,"Луганська обл., Попаснянський район, м. Попасна, вул. Чехова, 16",UG0994,23.03.2022,2700,04.04.2022,350,отчет,№2
"ООО ""ВКФ ""Алькада""",Запорізька ,"Запорізька обл., Пологівський р-н,
с.Інженерне, вул.Залізнична, буд.28",ZA0173,22.03.2022,2700,04.04.2022,350,отчет,№2
"ООО ""ВКФ ""Алькада""",Запорізька ,"Запорізька обл., Куйбишевський р-н,
с.Шевченківське, вул.Центральна, 44а",ZA2461,23.03.2022,2700,04.04.2022,350,отчет,№2
"ООО ""ВКФ ""Алькада""", Харківська ,Харківська обл Зміївський район с Коропово,UK0617,24.03.2022,2700,04.04.2022,350,отчет,№2
"ООО ""ВКФ ""Алькада""",Дніпропетрівська,"Дніпропетровська обл., Криничанський р-н, с. Адамівка, вул. Радгоспна, щогла ТОВ ""УкрТауер""",DNE ADM UKT,24.03.2022,1000,04.04.2022,350,доп,№2
"ООО ""ВКФ ""Алькада""",Луганська ,"Луганська обл., Троїцький р-н, с. Дьоміно-Олександрівка, земельна ділянка
","UG0627
",01.04.2022,2700,25.04.2022,350,отчет,№3
"ООО ""ВКФ ""Алькада""",Луганська ,"Луганська обл., смт. Станично-Луганське, вул. Горького, 68 А
","UG0927
",01.04.2022,2700,25.04.2022,350,отчет,№3
"ООО ""ВКФ ""Алькада""",Луганська ,"Луганська обл., м. Попасна, пл. Миру, 2
","UG0984
",31.03.2022,2700,25.04.2022,350,отчет,№3
"ООО ""ВКФ ""Алькада""",Запорізька ,"м. Запоріжжя, вул. Моторобудівників, 32",UZ2975,06.05.2022,2700,13.05.2022,350,отчет,№4
"ООО ""ВКФ ""Алькада""",Запорізька ,"м. Запоріжжя, вул. Павлокічкаська, 15",UZ0808,06.05.2022,2700,13.05.2022,350,отчет,№4
"ООО ""ВКФ ""Алькада""",Запорізька ,"м. Запоріжжя, вул. Сергія Синенка, 81",UZ3962,17.05.2022,2700,09.06.2022,350,отчет,№5
"ООО ""ВКФ ""Алькада""",Запорізька ,"м. Запоріжжя, б-р Парковий, 14",UZ1921,25.05.2022,2700,09.06.2022,350,отчет,№5
"ООО ""ВКФ ""Алькада""",Запорізька ,"м. Запоріжжя, вул. Республіканська, 200",UZ0837,15.06.2022,2700,28.06.2022,350,отчет,№6
"ООО ""ВКФ ""Алькада""",Запорізька ,"м. Запоріжжя, вул. Республіканська, 200",TUZ0837,15.06.2022,1300,28.06.2022,350,доп,№6
